Sum of the Beijing and Shanghai ETS Caps","Cap (previous year) - Cap (current year)
Cap = sum of Beijing and Shanghai caps","Max(5x trailing 6mo average price + USD 7,058) for Beijing,
(1x allowance price + USD 14,116) for Shanghai)",Names of the CCP Chairman between the dates they served,Assigned as 0.5 as the CCP is considered a centrist party,Backfilled from annual reported to daily frequency,Backfilled from quarterly reported to daily frequency,"The values from WBOpen Dat and Statista (for 2023, and quarterly) have been considered ahead of the value computed as GDP/Population, because only work force is considered in GDP per capita estimate",Backfilled from annual reported values,"1 if GDP decreases for three consecutive prior quarters, 0 otherwise",If there was any other prevailing carbon taxes in China during the period of the permit regulation,"Beijing’s air quality is typically the most reported climate hazard in China (as air quality is linked to extreme temperatures), and is hence used as a proxy for extreme climate events.  ",Backfilled from available values,Backfilled from available values
Date,Allowance price,Beijing ETS Allowance price,Shanghai ETS Allowance price,Compliance Period Identifier Bejijing,Compliance Period Identifier Shanghai,Compliance Period Identifier,Compliance Period Identifier (Encoded),Market Stability Action,Number of new free allowances Introduced,Number of new auctioned allowances,Weighted average sectoral abatement difficulty,Traded Volume,Cap Beijing,Cap Shanghai,Cap,Annual Cap Reduction,Penalty for Non-Compliance,Regime name,Regime type,Population,GDP,GDP/Capita,Inflation,Recession Indicator,Other Carbon tax,Beijing Air Quality Index,Average Global Temperature Anomaly in Celsius,Cumulative VCM market surplus by sector (Issuance minus retirement) tCO2e
2020-04-11,9.00,12.27,5.73,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-12,9.00,12.27,5.73,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-13,9.00,12.27,5.73,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-14,2.80,12.27,5.60,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-15,2.80,12.27,5.60,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-16,8.58,12.07,5.09,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-17,6.09,12.18,5.09,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-18,6.09,12.18,5.09,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-19,6.09,12.18,5.09,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-20,2.34,12.18,4.68,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-21,2.97,12.18,5.94,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-22,6.04,12.08,5.94,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-23,6.04,12.08,5.94,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-24,3.25,12.08,6.50,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-25,3.25,12.08,6.50,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-26,3.25,12.08,6.50,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-27,3.50,12.08,7.00,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-28,3.15,12.08,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-29,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-04-30,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.14,151.82
2020-05-01,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,151.82
2020-05-02,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-03,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-04,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-05,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-06,6.08,12.16,6.30,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-07,2.82,12.16,5.64,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-08,2.64,12.16,5.28,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-09,2.64,12.16,5.28,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-10,2.64,12.16,5.28,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-11,2.64,12.16,5.28,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-12,8.64,10.45,6.82,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-13,9.25,12.37,6.13,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-14,3.07,12.37,6.13,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-15,3.07,12.37,6.13,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-16,3.07,12.37,6.13,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-17,3.07,12.37,6.13,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-18,2.91,12.37,5.83,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-19,2.91,12.37,5.83,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-20,2.67,12.37,5.34,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-21,2.94,12.37,5.88,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-22,2.67,12.37,5.34,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-23,2.67,12.37,5.34,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-24,2.67,12.37,5.34,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-25,2.68,12.37,5.36,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-26,2.50,12.37,5.00,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-27,2.82,12.37,5.63,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-28,2.82,12.37,5.63,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-29,2.95,12.37,5.89,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-30,2.95,12.37,5.89,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-05-31,2.95,12.37,5.89,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,1.00,152.67
2020-06-01,2.95,12.37,5.89,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-02,3.22,12.37,6.44,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-03,6.29,12.57,6.44,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-04,8.78,12.60,4.96,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-05,9.08,11.85,6.31,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-06,9.08,11.85,6.31,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-07,9.08,11.85,6.31,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-08,9.04,12.59,5.49,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-09,2.52,12.59,5.04,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-10,3.18,12.59,6.35,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-11,6.31,12.62,6.35,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-12,8.18,10.52,5.85,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-13,8.18,10.52,5.85,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-14,8.18,10.52,5.85,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-15,7.69,9.80,5.57,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-16,8.41,11.29,5.53,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-17,2.85,11.29,5.69,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-18,9.17,12.72,5.63,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-19,9.11,12.77,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-20,9.11,12.77,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-21,9.11,12.77,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-22,6.61,13.22,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-23,6.61,13.22,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-24,6.35,12.70,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-25,6.35,12.70,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-26,6.35,12.70,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-27,6.35,12.70,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-28,6.35,12.70,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-29,6.27,12.54,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-06-30,9.29,13.12,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.94,160.95
2020-07-01,9.29,13.12,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.91,160.95
2020-07-02,6.69,13.38,5.45,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.91,161.39
2020-07-03,2.77,13.38,5.54,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.91,161.39
2020-07-04,2.77,13.38,5.54,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.91,161.39
2020-07-05,2.77,13.38,5.54,2020,Phase Two,2020 | Phase Two,2,0,"149,350,000","5,650,000",4.25,"4,182,000","50,000,000","105,000,000","155,000,000","52,000,000","14,122",Xi Jinping,0.5,"1,412,000,000","14,687,744,162,801","10,409",2.49,0,6,38.84,0.91,161.39
